;Région;Occupé;Larg.;Durée;Distance;Humidité;Mass_Yield;Flux_Blé_d;Productivi;Util._carb;Vites.;Direction;Header_Off;Rdmt_masse;Rdmt_humid;Rdmt_sec;Flux;Flux2;Altitude;Datage;Flux3;Flux4;Flux5;Flux6;Flux7;Flux8;Flux9;Flux:;"Flux;";Flux<;Flux=;Flux>;Longitude;Latitude
2619;Boulinsard - 23/07/2021;T;8.85;1.0;1.49;12.1;7219.0;9.5;4.0;68.4;5.4;329.5;-0.1;7232.3;7232.3;6355.0;34308.0;30146.4;273.36;1627047238.0;;;;;;;;;;;;;5.588108660559035;48.77664692494323
2620;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.2;7095.0;9.3;4.0;67.7;5.4;329.8;-0.1;7149.4;7149.4;6280.7;33624.0;29538.7;273.32;1627047239.0;;;;;;;;;;;;;5.588098588152306;48.77665830381604
2621;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.2;6722.0;8.8;4.0;68.1;5.3;328.9;-0.1;6738.9;6738.9;5919.5;31716.0;27859.3;273.27;1627047240.0;;;;;;;;;;;;;5.588088156016765;48.77666968268627
2622;Boulinsard - 23/07/2021;T;8.85;1.0;1.49;12.1;7000.0;9.1;4.0;70.6;5.4;328.8;-0.1;6942.1;6942.1;6099.3;32868.0;28877.8;273.22;1627047241.0;;;;;;;;;;;;;5.5880775440168176;48.776681180083784
2623;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.1;6707.0;8.8;4.0;68.3;5.3;328.8;-0.1;6830.9;6830.9;6003.7;31716.0;27875.2;273.16;1627047242.0;;;;;;;;;;;;;5.588067291745682;48.77669244041899
2624;Boulinsard - 23/07/2021;T;8.85;1.0;1.45;12.1;6816.0;8.8;4.0;67.9;5.2;328.9;-0.1;6823.4;6823.4;5997.8;31536.0;27720.1;273.12;1627047243.0;;;;;;;;;;;;;5.588057039474548;48.77670358222187
2625;Boulinsard - 23/07/2021;T;8.85;1.0;1.45;12.1;6932.0;8.9;4.0;68.5;5.3;329.9;-0.1;6910.2;6910.2;6072.0;31968.0;28090.3;273.04;1627047244.0;;;;;;;;;;;;;5.588047146932224;48.77671484255206
2626;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.2;6660.0;8.6;4.0;65.3;5.4;329.8;-0.1;6603.8;6603.8;5799.4;30924.0;27157.5;272.97;1627047245.0;;;;;;;;;;;;;5.588037074525495;48.77672633993923
2627;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.2;6660.0;8.5;4.0;68.0;5.3;328.6;-0.1;6566.0;6566.0;5765.6;30708.0;26964.7;272.91;1627047246.0;;;;;;;;;;;;;5.588026642389955;48.77673760026431
2628;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.2;6600.0;8.6;4.0;68.3;5.2;328.5;-0.1;6617.7;6617.7;5812.3;30888.0;27128.9;272.86;1627047247.0;;;;;;;;;;;;;5.5880162102544135;48.77674886058688
2629;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.2;7116.0;9.2;4.0;68.3;5.3;328.7;-0.1;7103.0;7103.0;6239.2;33192.0;29155.9;272.82;1627047248.0;;;;;;;;;;;;;5.588005778118872;48.77676012090691
2630;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.1;7274.0;9.4;4.0;66.4;5.3;328.9;-0.1;7255.5;7255.5;6376.9;33876.0;29773.6;272.77;1627047249.0;;;;;;;;;;;;;5.587995525847736;48.776771381224414
2631;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.1;7046.0;9.1;4.0;65.6;5.3;329.0;-0.1;7021.2;7021.2;6173.0;32904.0;28929.2;272.7;1627047250.0;;;;;;;;;;;;;5.587985093712197;48.77678276006901
2632;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.1;7081.0;9.2;4.0;65.7;5.3;329.7;-0.1;7087.0;7087.0;6230.1;33156.0;29147.4;272.65;1627047251.0;;;;;;;;;;;;;5.587975021305467;48.77679413891103
2633;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.1;6932.0;8.9;4.0;66.8;5.3;330.4;-0.1;6894.0;6894.0;6059.9;32184.0;28289.7;272.58;1627047252.0;;;;;;;;;;;;;5.587965128763143;48.776805517750475
2634;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.1;6726.0;8.8;4.0;64.9;5.3;328.7;-0.1;6765.9;6765.9;5945.9;31608.0;27777.1;272.52;1627047253.0;;;;;;;;;;;;;5.587954696627603;48.776816896587334
2635;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.2;6924.0;9.0;4.0;67.7;5.3;328.6;-0.1;6942.9;6942.9;6097.3;32256.0;28327.2;272.45;1627047254.0;;;;;;;;;;;;;5.587944264492061;48.776828038362595
2636;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.2;7266.0;9.4;4.0;66.3;5.3;328.8;-0.1;7235.2;7235.2;6353.2;33732.0;29620.1;272.4;1627047255.0;;;;;;;;;;;;;5.587934012220927;48.77683929866487
2637;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.2;6731.0;8.7;4.0;67.7;5.3;329.5;-0.1;6696.9;6696.9;5877.2;31248.0;27423.2;272.35;1627047256.0;;;;;;;;;;;;;5.587923759949791;48.776850677494075
2638;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.3;6731.0;8.2;4.0;66.3;5.3;329.1;-0.1;6337.6;6337.6;5559.9;29556.0;25929.5;272.29;1627047257.0;;;;;;;;;;;;;5.587913507678656;48.77686193779127
2639;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.2;6593.0;8.6;4.0;67.7;5.3;328.9;-0.1;6588.9;6588.9;5781.7;30852.0;27072.6;272.22;1627047258.0;;;;;;;;;;;;;5.5879030755431165;48.77687331661534
2640;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.2;6921.0;9.0;4.0;66.4;5.3;328.9;-0.1;6909.7;6909.7;6063.3;32400.0;28431.0;272.15;1627047259.0;;;;;;;;;;;;;5.5878928232719804;48.77688457690745
2641;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.2;6868.0;8.9;4.0;66.1;5.3;329.8;-0.1;6888.9;6888.9;6047.1;32148.0;28219.5;272.08;1627047260.0;;;;;;;;;;;;;5.587882750865252;48.776895955726395
2642;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.2;7007.0;9.1;4.0;65.2;5.3;329.6;-0.1;7012.9;7012.9;6158.7;32832.0;28833.1;272.02;1627047261.0;;;;;;;;;;;;;5.587872498594116;48.776907334542756
2643;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.2;7185.0;9.3;4.0;66.5;5.3;329.2;-0.1;7186.2;7186.2;6311.6;33660.0;29563.6;271.96;1627047262.0;;;;;;;;;;;;;5.587862246322981;48.776918713356544
2644;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.2;7091.0;9.2;4.0;65.6;5.3;328.5;-0.1;7100.2;7100.2;6234.7;33192.0;29145.9;271.9;1627047263.0;;;;;;;;;;;;;5.58785181418744;48.776929973638474
2645;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.2;6715.0;8.8;4.0;64.1;5.3;329.2;-0.1;6710.8;6710.8;5892.0;31536.0;27688.6;271.85;1627047264.0;;;;;;;;;;;;;5.587841561916304;48.776941352447125
2646;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.2;7092.0;9.2;4.0;64.9;5.3;329.0;-0.1;7074.5;7074.5;6212.1;33012.0;28987.8;271.78;1627047265.0;;;;;;;;;;;;;5.587831129780764;48.776952731253196
2647;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.2;7392.0;9.6;4.0;66.8;5.3;329.3;-0.1;7361.1;7361.1;6461.5;34488.0;30273.6;271.71;1627047266.0;;;;;;;;;;;;;5.587821057374034;48.77696411005668
2648;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.3;6772.0;8.8;4.0;66.3;5.3;329.4;-0.1;6780.0;6780.0;5948.7;31500.0;27638.1;271.63;1627047267.0;;;;;;;;;;;;;5.5878108051029;48.776975370328444
2649;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.2;6831.0;8.9;4.0;66.3;5.3;329.3;-0.1;6804.1;6804.1;5971.3;32148.0;28213.1;271.56;1627047268.0;;;;;;;;;;;;;5.587800552831765;48.776986867655935
2650;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.3;7196.0;9.4;4.0;67.4;5.3;328.2;-0.1;7204.4;7204.4;6320.4;33696.0;29561.5;271.49;1627047269.0;;;;;;;;;;;;;5.587789940831818;48.776998009393466
2651;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.3;7066.0;9.2;4.0;66.1;5.4;329.4;-0.1;7057.7;7057.7;6188.9;33156.0;29074.5;271.41;1627047270.0;;;;;;;;;;;;;5.5877796885606825;48.77700950671577
2652;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.3;7066.0;8.8;4.0;67.0;5.3;329.2;-0.1;6696.4;6696.4;5872.1;31500.0;27622.3;271.34;1627047271.0;;;;;;;;;;;;;5.5877694362895465;48.7770208855064
2653;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.3;7078.0;9.1;4.0;66.0;5.2;329.3;-0.1;7046.1;7046.1;6180.9;32904.0;28863.4;271.28;1627047272.0;;;;;;;;;;;;;5.587759184018413;48.77703226429445
2654;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.3;6694.0;8.8;4.0;67.2;5.3;328.5;-0.1;6771.5;6771.5;5939.3;31644.0;27755.0;271.2;1627047273.0;;;;;;;;;;;;;5.587748751882872;48.77704340602191
2655;Boulinsard - 23/07/2021;T;8.85;1.0;1.45;12.3;7179.0;9.2;4.0;64.8;5.2;328.9;-0.1;7154.9;7154.9;6274.9;33120.0;29046.2;271.13;1627047274.0;;;;;;;;;;;;;5.587738499611736;48.77705466627587
2656;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.4;7619.0;9.9;4.0;65.5;5.3;329.6;-0.1;7597.9;7597.9;6659.6;35712.0;31301.6;271.05;1627047275.0;;;;;;;;;;;;;5.587728247340601;48.77706604505625
2657;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.4;7146.0;9.2;4.0;64.9;5.3;330.0;-0.1;7127.2;7127.2;6242.7;33084.0;28978.3;270.97;1627047276.0;;;;;;;;;;;;;5.587718354798278;48.777077423834065
2658;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.4;7173.0;9.3;4.0;66.6;5.3;329.3;-0.1;7164.2;7164.2;6275.8;33516.0;29360.0;270.9;1627047277.0;;;;;;;;;;;;;5.5877081025271425;48.77708880260929
2659;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.4;6622.0;8.6;4.0;65.5;5.2;328.1;-0.1;6641.3;6641.3;5818.5;30852.0;27029.4;270.84;1627047278.0;;;;;;;;;;;;;5.587697490527195;48.7770999443242
2660;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.3;6880.0;9.0;4.0;65.6;5.4;329.3;-0.1;6873.4;6873.4;6025.2;32364.0;28370.3;270.77;1627047279.0;;;;;;;;;;;;;5.587687238256061;48.77711132309433
2661;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.3;7018.0;9.1;4.0;64.6;5.2;329.2;-0.1;7013.7;7013.7;6148.9;32652.0;28626.0;270.71;1627047280.0;;;;;;;;;;;;;5.587676985984926;48.77712270186188
2662;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.3;7147.0;9.3;4.0;65.9;5.3;329.3;-0.1;7156.3;7156.3;6273.2;33480.0;29348.6;270.62;1627047281.0;;;;;;;;;;;;;5.587666733713791;48.77713408062684
2663;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.4;7455.0;9.6;4.0;68.0;5.2;329.7;-0.1;7439.6;7439.6;6519.4;34704.0;30411.1;270.55;1627047282.0;;;;;;;;;;;;;5.5876566613070615;48.77714534086046
2664;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.4;7474.0;9.6;4.0;66.7;5.3;328.7;-0.1;7467.2;7467.2;6542.8;34704.0;30407.6;270.47;1627047283.0;;;;;;;;;;;;;5.587646409035926;48.777156601091555
2665;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.4;7474.0;9.9;4.0;67.1;5.3;328.9;-0.1;7631.4;7631.4;6686.6;35748.0;31322.4;270.39;1627047284.0;;;;;;;;;;;;;5.587635976900385;48.777167979848834
2666;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.4;7744.0;10.0;4.0;66.5;5.3;329.1;-0.1;7742.0;7742.0;6782.8;36072.0;31602.7;270.33;1627047285.0;;;;;;;;;;;;;5.58762572462925;48.77717924007485
2667;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.4;7800.0;10.1;4.0;67.4;5.3;329.4;-0.1;7798.2;7798.2;6828.9;36468.0;31935.0;270.26;1627047286.0;;;;;;;;;;;;;5.587615652222521;48.777190618827
2668;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.5;7285.0;9.5;4.0;66.0;5.3;328.9;-0.1;7302.9;7302.9;6393.0;34128.0;29875.7;270.18;1627047287.0;;;;;;;;;;;;;5.587605220086981;48.777201879047944
2669;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.5;7372.0;9.5;4.0;69.3;5.3;329.4;-0.1;7353.7;7353.7;6432.3;34200.0;29914.7;270.11;1627047288.0;;;;;;;;;;;;;5.58759514768025;48.77721313926636
2670;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.6;7388.0;9.6;4.0;68.4;5.3;329.0;-0.1;7442.4;7442.4;6503.9;34668.0;30296.4;270.04;1627047289.0;;;;;;;;;;;;;5.587584715544709;48.77722439948225
2671;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.6;7524.0;9.7;4.0;71.0;5.3;329.2;-0.1;7496.6;7496.6;6549.8;35064.0;30635.4;269.98;1627047290.0;;;;;;;;;;;;;5.587574463273575;48.77723577822417
2672;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.6;7594.0;9.9;4.0;72.3;5.3;329.1;-0.1;7610.4;7610.4;6649.9;35676.0;31173.7;269.9;1627047291.0;;;;;;;;;;;;;5.587564211002439;48.7772471569635
2673;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.6;7420.0;9.7;4.0;70.1;5.3;329.4;-0.1;7432.5;7432.5;6498.2;34776.0;30404.7;269.83;1627047292.0;;;;;;;;;;;;;5.587553958731304;48.77725853570025
2674;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.6;7553.0;9.9;4.0;70.6;5.3;328.7;-0.1;7599.7;7599.7;6645.2;35532.0;31069.2;269.73;1627047293.0;;;;;;;;;;;;;5.587543526595763;48.77726979590596
2675;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.6;7375.0;9.5;4.0;70.5;5.3;329.6;-0.1;7341.3;7341.3;6419.9;34380.0;30065.3;269.67;1627047294.0;;;;;;;;;;;;;5.587533454189034;48.77728117463758
2676;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.6;7367.0;9.7;4.0;68.3;5.4;329.1;-0.1;7390.8;7390.8;6459.5;34776.0;30394.2;269.57;1627047295.0;;;;;;;;;;;;;5.587523022053493;48.77729267189504
2677;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.6;7367.0;9.4;4.0;68.7;5.2;328.9;-0.1;7266.0;7266.0;6347.6;33948.0;29657.0;269.51;1627047296.0;;;;;;;;;;;;;5.587512769782359;48.77730393209309
2678;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.6;7458.0;9.8;4.0;73.9;5.3;329.1;-0.1;7524.0;7524.0;6573.7;35100.0;30666.9;269.45;1627047297.0;;;;;;;;;;;;;5.587502517511223;48.777315192288604
2679;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.7;7433.0;9.5;4.0;69.5;5.1;329.4;-0.1;7400.1;7400.1;6463.3;34308.0;29964.6;269.4;1627047298.0;;;;;;;;;;;;;5.587492265240088;48.77732645248161
2680;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.6;7496.0;9.7;4.0;69.7;5.3;329.2;-0.1;7524.7;7524.7;6575.1;34920.0;30513.1;269.34;1627047299.0;;;;;;;;;;;;;5.587482192833359;48.777337712672086
2681;Boulinsard - 23/07/2021;T;8.85;1.0;1.45;12.6;8188.0;10.5;4.0;68.4;5.2;329.1;-0.1;8175.4;8175.4;7147.7;37872.0;33111.5;269.28;1627047300.0;;;;;;;;;;;;;5.5874719405622235;48.77734897286003
2682;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.6;8035.0;10.4;4.0;68.7;5.3;329.0;-0.1;7996.0;7996.0;6988.5;37332.0;32628.2;269.21;1627047301.0;;;;;;;;;;;;;5.587461688291088;48.77736023304545
2683;Boulinsard - 23/07/2021;T;8.85;1.0;1.45;12.6;7291.0;9.5;4.0;71.3;5.2;329.3;-0.1;7359.2;7359.2;6429.0;34056.0;29751.3;269.15;1627047302.0;;;;;;;;;;;;;5.587451436019953;48.77737149322834
2684;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.6;7271.0;9.4;4.0;70.2;5.2;328.6;-0.1;7296.2;7296.2;6378.3;33948.0;29677.3;269.11;1627047303.0;;;;;;;;;;;;;5.587441183748817;48.77738263488051
2685;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.6;8059.0;10.4;4.0;71.4;5.3;329.3;-0.1;8021.8;8021.8;7013.5;37440.0;32733.8;269.03;1627047304.0;;;;;;;;;;;;;5.587430931477684;48.77739401358655
2686;Boulinsard - 23/07/2021;T;8.85;1.0;1.45;12.6;7499.0;9.7;4.0;70.7;5.3;329.7;-0.1;7506.3;7506.3;6564.3;34776.0;30411.6;268.96;1627047305.0;;;;;;;;;;;;;5.587420859070955;48.77740527376187
2687;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.5;7499.0;9.3;4.0;71.0;5.2;328.8;-0.1;7176.2;7176.2;6276.3;33444.0;29250.1;268.9;1627047306.0;;;;;;;;;;;;;5.5874106067998195;48.77741653393467
2688;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.5;7267.0;9.4;4.0;72.1;5.3;329.6;-0.1;7287.5;7287.5;6375.8;33876.0;29638.1;268.83;1627047307.0;;;;;;;;;;;;;5.58740053439309;48.77742791263304
2689;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.5;7525.0;9.7;4.0;71.9;5.3;328.6;-0.1;7489.0;7489.0;6549.9;34920.0;30541.0;268.77;1627047308.0;;;;;;;;;;;;;5.587390102257548;48.77743917280074
2690;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.6;7136.0;9.2;4.0;72.0;5.3;329.4;-0.1;7142.4;7142.4;6243.9;33264.0;29079.4;268.73;1627047309.0;;;;;;;;;;;;;5.587379849986414;48.77745043296593
2691;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.6;6989.0;9.1;4.0;72.8;5.3;328.9;-0.1;6998.0;6998.0;6119.8;32688.0;28585.7;268.67;1627047310.0;;;;;;;;;;;;;5.587369597715278;48.777461693128586
2692;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.5;7409.0;9.6;4.0;71.0;5.3;329.7;-0.1;7403.0;7403.0;6476.8;34416.0;30110.6;268.59;1627047311.0;;;;;;;;;;;;;5.587359525308549;48.777473071816715
2693;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.5;7370.0;9.5;4.0;72.3;5.3;328.7;-0.1;7344.2;7344.2;6424.7;34344.0;30044.1;268.51;1627047312.0;;;;;;;;;;;;;5.587349093173008;48.77748433197429
2694;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.5;7707.0;10.0;4.0;70.8;5.3;329.2;-0.1;7746.4;7746.4;6781.2;35964.0;31482.9;268.43;1627047313.0;;;;;;;;;;;;;5.5873388409018725;48.77749559212936
2695;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.4;7491.0;9.7;4.0;68.9;5.4;329.8;-0.1;7422.9;7422.9;6499.5;35028.0;30670.5;268.33;1627047314.0;;;;;;;;;;;;;5.587328768495143;48.777507089337696
2696;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.4;7269.0;9.5;4.0;68.8;5.4;328.9;-0.1;7283.6;7283.6;6378.3;34128.0;29885.9;268.24;1627047315.0;;;;;;;;;;;;;5.587318336359603;48.777518468015536
2697;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.5;7325.0;9.5;4.0;67.7;5.4;329.0;-0.1;7277.7;7277.7;6371.6;34272.0;30005.1;268.13;1627047316.0;;;;;;;;;;;;;5.587307904224062;48.77752984669079
2698;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.4;7717.0;10.0;4.0;71.0;5.2;328.6;-0.1;7737.6;7737.6;6775.8;36000.0;31525.2;268.06;1627047317.0;;;;;;;;;;;;;5.587297651952927;48.77754110683564
2699;Boulinsard - 23/07/2021;T;8.85;1.0;1.49;12.4;7717.0;9.9;4.0;70.2;5.4;329.5;-0.1;7523.3;7523.3;6588.1;35676.0;31241.5;267.99;1627047318.0;;;;;;;;;;;;;5.5872872198173855;48.77755260403356
2700;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.4;7410.0;9.6;4.0;69.3;5.4;329.2;-0.1;7384.4;7384.4;6468.0;34488.0;30208.0;267.89;1627047319.0;;;;;;;;;;;;;5.587276967546251;48.77756398270108
2701;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.4;7976.0;10.3;4.0;69.9;5.2;329.7;-0.1;7991.7;7991.7;6998.3;37152.0;32534.0;267.8;1627047320.0;;;;;;;;;;;;;5.587266895139521;48.777575242838275
2702;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.5;7645.0;10.1;4.0;69.4;5.4;328.9;-0.1;7684.0;7684.0;6727.3;36324.0;31801.7;267.7;1627047321.0;;;;;;;;;;;;;5.58725646300398;48.777586740028376
2703;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.5;7314.0;9.4;4.0;70.2;5.2;328.8;-0.1;7248.2;7248.2;6340.0;34020.0;29757.3;267.61;1627047322.0;;;;;;;;;;;;;5.587246030868439;48.77759800016047
2704;Boulinsard - 23/07/2021;T;8.85;1.0;1.44;12.6;6958.0;8.9;4.0;68.9;5.3;328.7;-0.1;7006.3;7006.3;6124.9;32220.0;28166.7;267.52;1627047323.0;;;;;;;;;;;;;5.587235778597305;48.77760914176236
2705;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.6;6878.0;9.1;4.0;68.7;5.3;329.7;-0.1;6898.3;6898.3;6031.9;32616.0;28519.4;267.42;1627047324.0;;;;;;;;;;;;;5.587225526326169;48.777620638944704
2706;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.5;7061.0;9.2;4.0;67.4;5.3;329.0;-0.1;7004.1;7004.1;6126.5;32940.0;28812.6;267.31;1627047325.0;;;;;;;;;;;;;5.587215274055033;48.7776320175968
2707;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.5;6992.0;9.0;4.0;70.9;5.3;328.8;-0.1;7015.9;7015.9;6140.3;32580.0;28514.0;267.22;1627047326.0;;;;;;;;;;;;;5.587204841919494;48.777643277718724
2708;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.4;7004.0;9.2;4.0;69.7;5.3;328.9;-0.1;7030.4;7030.4;6155.8;33084.0;28968.4;267.13;1627047327.0;;;;;;;;;;;;;5.587194409783953;48.77765465636569
2709;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.4;7004.0;9.1;4.0;69.3;5.2;329.1;-0.1;7036.2;7036.2;6160.9;32760.0;28684.7;267.01;1627047328.0;;;;;;;;;;;;;5.587184337377223;48.77766591648254
2710;Boulinsard - 23/07/2021;T;8.85;1.0;1.45;12.5;7436.0;9.5;4.0;67.6;5.2;329.7;-0.1;7417.5;7417.5;6494.0;34272.0;30005.1;266.88;1627047329.0;;;;;;;;;;;;;5.587174264970494;48.77767717659687
2711;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.4;7123.0;9.3;4.0;67.2;5.3;328.7;-0.1;7133.3;7133.3;6247.3;33444.0;29290.3;266.78;1627047330.0;;;;;;;;;;;;;5.587163832834952;48.777688555236146
2712;Boulinsard - 23/07/2021;T;8.85;1.0;1.49;12.4;7305.0;9.6;4.0;64.5;5.3;329.8;-0.1;7278.8;7278.8;6377.0;34488.0;30214.9;266.68;1627047331.0;;;;;;;;;;;;;5.587153580563817;48.7777000524003
2713;Boulinsard - 23/07/2021;T;8.85;1.0;1.45;12.3;7481.0;9.6;4.0;65.8;5.3;329.1;-0.1;7468.9;7468.9;6549.5;34596.0;30337.2;266.57;1627047332.0;;;;;;;;;;;;;5.587143508157088;48.77771131250697
2714;Boulinsard - 23/07/2021;T;8.85;1.0;1.5;12.3;7429.0;9.9;4.0;65.5;5.4;329.1;-0.1;7454.8;7454.8;6537.9;35532.0;31161.6;266.49;1627047333.0;;;;;;;;;;;;;5.587132896157142;48.7777228096659
2715;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.3;7883.0;10.2;4.0;64.9;5.3;329.2;-0.1;7862.5;7862.5;6894.6;36720.0;32199.8;266.42;1627047334.0;;;;;;;;;;;;;5.587122643886007;48.77773418829484
2716;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.4;7352.0;9.6;4.0;66.7;5.3;328.6;-0.1;7410.2;7410.2;6495.0;34704.0;30418.1;266.32;1627047335.0;;;;;;;;;;;;;5.5871122117504655;48.777745448393866
2717;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.3;7085.0;9.2;4.0;65.6;5.3;329.3;-0.1;7104.3;7104.3;6227.6;33300.0;29190.8;266.21;1627047336.0;;;;;;;;;;;;;5.58710195947933;48.77775682701766
2718;Boulinsard - 23/07/2021;T;8.85;1.0;1.48;12.4;7661.0;10.0;4.0;64.1;5.3;329.8;-0.1;7618.2;7618.2;6677.4;35856.0;31427.8;266.09;1627047337.0;;;;;;;;;;;;;5.587091887072601;48.777768324166175
2719;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.4;7784.0;10.1;4.0;65.8;5.3;328.3;-0.1;7775.4;7775.4;6813.6;36504.0;31988.5;265.98;1627047338.0;;;;;;;;;;;;;5.587081275072655;48.77777958425753
2720;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.4;7903.0;10.3;4.0;64.2;5.3;328.9;-0.1;7895.1;7895.1;6920.0;37080.0;32500.6;265.87;1627047339.0;;;;;;;;;;;;;5.587070842937114;48.7777909628736
2721;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.3;7903.0;10.9;4.0;63.9;5.4;329.8;-0.1;8355.3;8355.3;7325.1;39096.0;34275.5;265.72;1627047340.0;;;;;;;;;;;;;5.587060770530384;48.77780234148708
2722;Boulinsard - 23/07/2021;T;8.85;1.0;1.46;12.4;7967.0;10.3;4.0;66.4;5.3;330.0;-0.1;7949.8;7949.8;6968.0;37080.0;32500.6;265.6;1627047341.0;;;;;;;;;;;;;5.587050877988061;48.777813720097996
2723;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.4;8065.0;10.5;4.0;66.3;5.3;328.6;-0.1;8119.8;8119.8;7114.5;37980.0;33278.1;265.5;1627047342.0;;;;;;;;;;;;;5.587040445852519;48.77782498017917
2724;Boulinsard - 23/07/2021;T;8.85;1.0;1.47;12.4;7396.0;9.6;4.0;65.1;5.3;328.7;-0.1;7365.1;7365.1;6453.3;34524.0;30249.9;265.39;1627047343.0;;;;;;;;;;;;;5.587030013716978;48.777836358784946
