;Région;Occupé;Larg.;Durée;Distance;Humidité;Mass_Yield;Flux_Blé_d;Productivi;Util._carb;Vites.;Direction;Header_Off;Rdmt_masse;Rdmt_humid;Rdmt_sec;Flux;Flux2;Altitude;Datage;Flux3;Flux4;Flux5;Flux6;Flux7;Flux8;Flux9;Flux:;"Flux;";Flux<;Flux=;Flux>;Longitude;Latitude
107;Boulinsard - 23/07/2021;T;9.15;1.0;1.41;12.2;7255.0;9.4;3.6;64.8;5.1;255.0;0.0;7301.4;7301.4;6409.2;33912.0;29768.0;269.74;1627044198.0;;;;;;;;;;;;;5.587049079344002;48.77595079378758
108;Boulinsard - 23/07/2021;T;9.15;1.0;1.13;12.2;7117.0;9.2;3.6;67.0;5.0;254.6;0.0;8934.2;8934.2;7844.2;33120.0;29079.4;269.68;1627044199.0;;;;;;;;;;;;;5.5870343304627195;48.775948186092705
109;Boulinsard - 23/07/2021;T;9.15;1.0;1.4;12.2;7067.0;9.0;3.6;69.6;5.0;254.6;0.0;7001.9;7001.9;6146.2;32364.0;28409.1;269.62;1627044200.0;;;;;;;;;;;;;5.587015804428915;48.77594474867653
110;Boulinsard - 23/07/2021;T;9.15;1.0;1.42;12.3;7013.0;9.2;3.6;67.5;5.0;254.5;0.0;7034.6;7034.6;6171.5;32976.0;28929.8;269.55;1627044201.0;;;;;;;;;;;;;5.586997098530702;48.775941311260105
111;Boulinsard - 23/07/2021;T;9.15;1.0;1.68;12.3;6921.0;8.8;3.6;68.4;5.1;254.7;0.0;5764.4;5764.4;5054.8;31824.0;27906.5;269.44;1627044202.0;;;;;;;;;;;;;5.586975155073186;48.77593739971701
112;Boulinsard - 23/07/2021;T;9.15;1.0;1.42;12.3;6281.0;8.2;4.0;66.4;5.1;254.9;0.0;6303.7;6303.7;5530.8;29520.0;25900.8;269.36;1627044203.0;;;;;;;;;;;;;5.586956449174975;48.77593408083171
113;Boulinsard - 23/07/2021;T;9.15;1.0;1.1;12.2;6421.0;8.3;4.0;66.3;4.9;255.5;0.0;8287.7;8287.7;7274.9;29916.0;26260.3;269.3;1627044204.0;;;;;;;;;;;;;5.586941880158099;48.77593159166759
114;Boulinsard - 23/07/2021;T;9.15;1.0;1.42;12.2;6807.0;8.8;4.0;66.3;5.1;256.1;0.0;6743.3;6743.3;5920.0;31536.0;27685.5;269.22;1627044205.0;;;;;;;;;;;;;5.586923174259886;48.77592850984519
115;Boulinsard - 23/07/2021;T;9.15;1.0;1.7;12.2;6937.0;9.1;4.0;67.0;5.1;256.0;0.0;5848.4;5848.4;5132.0;32760.0;28746.9;269.14;1627044206.0;;;;;;;;;;;;;5.586900511344746;48.77592483536438
116;Boulinsard - 23/07/2021;T;9.15;1.0;1.1;12.3;6728.0;8.6;4.0;65.4;5.0;256.4;0.0;8537.7;8537.7;7488.4;30924.0;27123.4;269.05;1627044207.0;;;;;;;;;;;;;5.58688594232787;48.775922464731444
117;Boulinsard - 23/07/2021;T;9.15;1.0;1.69;12.2;6685.0;8.6;4.0;66.7;5.1;255.4;0.0;5569.5;5569.5;4887.8;31068.0;27265.3;268.98;1627044208.0;;;;;;;;;;;;;5.586863639141541;48.77591867171853
118;Boulinsard - 23/07/2021;T;9.15;1.0;1.13;12.2;6741.0;8.6;4.0;66.4;5.0;255.3;0.0;8376.8;8376.8;7354.8;31104.0;27309.3;268.94;1627044209.0;;;;;;;;;;;;;5.586848710395853;48.775916064021985
119;Boulinsard - 23/07/2021;T;9.15;1.0;1.43;12.2;5662.0;7.3;4.0;64.0;5.2;256.1;0.0;5605.9;5605.9;4924.2;26352.0;23147.6;268.88;1627044210.0;;;;;;;;;;;;;5.586829824633235;48.775912982198626
120;Boulinsard - 23/07/2021;T;9.15;1.0;1.68;12.2;5356.0;7.0;4.0;61.4;5.1;255.0;0.0;4551.4;4551.4;3996.6;25164.0;22096.5;268.8;1627044211.0;;;;;;;;;;;;;5.586807701311312;48.775909070653306
121;Boulinsard - 23/07/2021;T;9.15;1.0;1.14;12.2;5870.0;7.5;4.0;62.6;5.2;256.0;0.0;7238.4;7238.4;6353.9;27108.0;23795.4;268.74;1627044212.0;;;;;;;;;;;;;5.586792772565624;48.77590658148795
122;Boulinsard - 23/07/2021;T;9.15;1.0;1.7;12.2;5870.0;8.0;4.0;64.9;5.2;255.3;0.0;5162.9;5162.9;4530.5;28836.0;25303.6;268.61;1627044213.0;;;;;;;;;;;;;5.586770289514889;48.775902788473836
123;Boulinsard - 23/07/2021;T;9.15;1.0;1.15;12.2;6287.0;8.2;4.0;63.2;5.1;255.7;0.0;7825.6;7825.6;6871.7;29520.0;25921.5;268.58;1627044214.0;;;;;;;;;;;;;5.586755180904796;48.775900180776475
124;Boulinsard - 23/07/2021;T;9.15;1.0;1.65;12.1;6404.0;8.2;4.0;62.2;5.0;255.0;0.0;5456.6;5456.6;4797.4;29664.0;26080.6;268.48;1627044215.0;;;;;;;;;;;;;5.5867334173116845;48.775896387761875
125;Boulinsard - 23/07/2021;T;9.15;1.0;1.37;12.1;6199.0;7.8;4.0;63.0;5.0;254.5;0.0;6198.0;6198.0;5450.5;28008.0;24630.2;268.38;1627044216.0;;;;;;;;;;;;;5.586715430871096;48.77589306887386
126;Boulinsard - 23/07/2021;T;9.15;1.0;1.12;12.1;6028.0;7.7;4.0;60.6;5.0;256.5;0.0;7551.7;7551.7;6641.7;27756.0;24411.4;268.32;1627044217.0;;;;;;;;;;;;;5.586700502125408;48.77589069823944
127;Boulinsard - 23/07/2021;T;9.15;1.0;1.38;12.0;5821.0;7.3;4.0;55.2;5.1;258.1;0.0;5772.7;5772.7;5080.6;26316.0;23160.7;268.21;1627044218.0;;;;;;;;;;;;;5.58668215595601;48.77588809054144
128;Boulinsard - 23/07/2021;T;9.15;1.0;1.4;11.9;5479.0;7.1;4.0;58.8;5.2;258.2;0.0;5556.2;5556.2;4896.1;25632.0;22586.9;268.07;1627044219.0;;;;;;;;;;;;;5.586663450057798;48.775885601375045
129;Boulinsard - 23/07/2021;T;9.15;1.0;1.42;11.8;4931.0;6.3;4.0;62.0;5.3;255.3;0.0;4888.4;4888.4;4312.0;22824.0;20133.1;267.93;1627044220.0;;;;;;;;;;;;;5.586644744159586;48.775882282486315
130;Boulinsard - 23/07/2021;T;9.15;1.0;1.34;11.8;5056.0;6.4;4.0;61.4;4.7;255.1;0.0;5222.0;5222.0;4606.8;23004.0;20294.1;267.86;1627044221.0;;;;;;;;;;;;;5.586627117447811;48.77587920066088
131;Boulinsard - 23/07/2021;T;9.15;1.0;1.34;11.8;5128.0;6.3;4.0;62.7;4.9;255.5;0.0;5169.8;5169.8;4561.3;22860.0;20169.4;267.71;1627044222.0;;;;;;;;;;;;;5.586609310871627;48.775876237367015
132;Boulinsard - 23/07/2021;T;9.15;1.0;1.23;11.7;5494.0;6.4;4.0;59.4;4.4;256.4;0.0;5705.7;5705.7;5036.4;23112.0;20401.0;267.64;1627044223.0;;;;;;;;;;;;;5.586592943210693;48.77587362966826
133;Boulinsard - 23/07/2021;T;9.15;1.0;1.38;11.6;5439.0;5.9;4.0;60.7;4.0;261.2;0.0;4667.3;4667.3;4126.4;21204.0;18746.5;267.55;1627044224.0;;;;;;;;;;;;;5.586574417176887;48.77587173316
134;Boulinsard - 23/07/2021;T;9.15;1.0;1.02;11.5;5994.0;6.1;4.0;57.8;3.6;265.2;0.0;6563.5;6563.5;5806.8;21996.0;19459.9;267.45;1627044225.0;;;;;;;;;;;;;5.586560567617635;48.77587090343761
135;Boulinsard - 23/07/2021;T;9.15;1.0;0.71;11.5;5994.0;6.4;4.0;57.9;3.2;266.5;0.0;9839.6;9839.6;8706.1;23004.0;20353.9;267.39;1627044226.0;;;;;;;;;;;;;5.586550854939717;48.775870547842295
136;Boulinsard - 23/07/2021;T;9.15;1.0;0.88;11.5;6911.0;5.7;4.0;53.9;3.2;275.5;0.0;7046.6;7046.6;6233.4;20484.0;18120.1;267.35;1627044227.0;;;;;;;;;;;;;5.5865389838889286;48.775871259032925
137;Boulinsard - 23/07/2021;T;9.15;1.0;0.95;11.5;6826.0;5.9;4.0;56.3;3.3;280.6;0.0;6774.4;6774.4;5994.7;21096.0;18667.9;267.31;1627044228.0;;;;;;;;;;;;;5.586526393380518;48.77587291847767
138;Boulinsard - 23/07/2021;T;9.15;1.0;1.16;11.5;6134.0;5.3;4.0;53.6;3.4;285.4;0.0;5015.8;5015.8;4438.5;19188.0;16979.5;267.23;1627044229.0;;;;;;;;;;;;;5.586511104906019;48.77587564470822
139;Boulinsard - 23/07/2021;T;9.15;1.0;0.96;11.6;6353.0;5.5;4.0;55.4;3.4;290.5;0.0;6274.7;6274.7;5549.9;19908.0;17608.6;267.19;1627044230.0;;;;;;;;;;;;;5.586498694262012;48.77587872653388
140;Boulinsard - 23/07/2021;T;9.15;1.0;0.79;11.6;6115.0;5.2;4.0;55.9;3.4;297.0;0.0;7237.1;7237.1;6397.6;18792.0;16612.1;267.12;1627044231.0;;;;;;;;;;;;;5.586489161448501;48.77588192689109
141;Boulinsard - 23/07/2021;T;9.15;1.0;1.17;11.6;5176.0;4.4;4.0;55.1;3.5;302.0;0.0;4117.6;4117.6;3638.3;15876.0;14028.0;267.04;1627044232.0;;;;;;;;;;;;;5.586475671618059;48.775887497882785
142;Boulinsard - 23/07/2021;T;9.15;1.0;0.97;11.7;5771.0;4.9;4.0;58.6;3.5;310.2;0.0;5515.9;5515.9;4870.6;17640.0;15576.1;266.97;1627044233.0;;;;;;;;;;;;;5.586465599211331;48.77589306887386
143;Boulinsard - 23/07/2021;T;9.15;1.0;0.98;11.8;6488.0;5.2;4.0;57.0;3.3;314.8;0.0;5845.1;5845.1;5154.8;18864.0;16636.2;266.94;1627044234.0;;;;;;;;;;;;;5.58645606639782;48.77589935105455
144;Boulinsard - 23/07/2021;T;9.15;1.0;0.88;11.9;7695.0;5.9;4.0;53.8;3.0;319.9;0.0;7364.2;7364.2;6488.6;21348.0;18809.7;266.91;1627044235.0;;;;;;;;;;;;;5.586448332228367;48.77590539617107
145;Boulinsard - 23/07/2021;T;9.15;1.0;0.91;12.0;7199.0;5.8;4.0;54.4;3.2;323.0;0.0;7015.6;7015.6;6177.3;21024.0;18511.6;266.88;1627044236.0;;;;;;;;;;;;;5.586440777923319;48.775911915413566
146;Boulinsard - 23/07/2021;T;9.15;1.0;0.95;11.9;7199.0;5.8;4.0;54.6;3.2;328.1;0.0;6680.3;6680.3;5883.4;20880.0;18389.0;266.9;1627044237.0;;;;;;;;;;;;;5.586433943075895;48.775919145845165
147;Boulinsard - 23/07/2021;T;9.15;1.0;0.97;11.9;7392.0;6.4;4.0;52.9;3.4;328.4;0.0;7228.5;7228.5;6369.1;23148.0;20395.7;266.87;1627044238.0;;;;;;;;;;;;;5.586427108228473;48.775926613338996
148;Boulinsard - 23/07/2021;T;9.15;1.0;0.99;11.9;8102.0;6.9;4.0;51.2;3.5;333.3;0.0;7675.5;7675.5;6763.7;24984.0;22015.9;266.84;1627044239.0;;;;;;;;;;;;;5.586420992838673;48.775934436426574
149;Boulinsard - 23/07/2021;T;9.15;1.0;0.95;11.9;8250.0;7.6;4.0;56.6;3.3;335.6;0.0;8755.9;8755.9;7713.1;27360.0;24101.4;266.84;1627044240.0;;;;;;;;;;;;;5.586415596906496;48.77594225951294
150;Boulinsard - 23/07/2021;T;9.15;1.0;1.11;11.9;7726.0;7.8;4.0;57.7;4.0;337.5;0.0;7609.9;7609.9;6702.0;27900.0;24571.5;266.76;1627044241.0;;;;;;;;;;;;;5.5864098412455085;48.775951504977066
151;Boulinsard - 23/07/2021;T;9.15;1.0;1.06;11.9;8632.0;8.1;4.0;51.9;3.7;333.3;0.0;8352.0;8352.0;7356.4;29196.0;25715.8;266.73;1627044242.0;;;;;;;;;;;;;5.5864033661268975;48.775960039250144
152;Boulinsard - 23/07/2021;T;9.15;1.0;1.09;11.9;8181.0;8.4;4.0;57.5;4.1;332.7;0.0;8401.5;8401.5;7402.6;30204.0;26612.7;266.67;1627044243.0;;;;;;;;;;;;;5.586396531279473;48.775968692053304
153;Boulinsard - 23/07/2021;T;9.15;1.0;1.07;11.9;9513.0;8.9;4.0;52.0;3.9;332.6;0.0;9132.4;9132.4;8042.0;32148.0;28309.5;266.62;1627044244.0;;;;;;;;;;;;;5.5863898762964554;48.77597722632345
154;Boulinsard - 23/07/2021;T;9.15;1.0;1.07;12.0;8540.0;8.6;4.0;55.4;4.0;332.3;0.0;8771.2;8771.2;7720.4;30816.0;27124.2;266.54;1627044245.0;;;;;;;;;;;;;5.586383041449032;48.77598576059216
155;Boulinsard - 23/07/2021;T;9.15;1.0;1.07;12.0;9277.0;8.8;4.0;56.0;4.0;330.6;0.0;9029.7;9029.7;7945.3;31716.0;27906.9;266.44;1627044246.0;;;;;;;;;;;;;5.586375846872797;48.77599405779644
156;Boulinsard - 23/07/2021;T;9.15;1.0;1.06;12.0;9277.0;8.8;4.0;58.8;3.9;328.1;0.0;9022.0;9022.0;7935.8;31608.0;27802.4;266.34;1627044247.0;;;;;;;;;;;;;5.586368292567751;48.776002236467896
157;Boulinsard - 23/07/2021;T;9.15;1.0;1.07;12.1;8903.0;8.7;4.0;59.7;4.0;326.3;0.0;8945.6;8945.6;7864.1;31428.0;27628.4;266.24;1627044248.0;;;;;;;;;;;;;5.586360198669485;48.77601017807514
158;Boulinsard - 23/07/2021;T;9.15;1.0;1.11;12.2;8784.0;8.9;4.0;60.5;4.1;326.4;0.0;8796.4;8796.4;7723.3;32112.0;28194.3;266.13;1627044249.0;;;;;;;;;;;;;5.58635174504241;48.77601847527539
159;Boulinsard - 23/07/2021;T;9.15;1.0;1.11;12.3;9120.0;9.2;4.0;61.2;4.1;328.0;0.0;9006.1;9006.1;7896.5;33012.0;28944.9;266.05;1627044250.0;;;;;;;;;;;;;5.586343651144145;48.776026891005685
160;Boulinsard - 23/07/2021;T;9.15;1.0;1.1;12.4;9259.0;9.4;4.0;63.0;4.0;326.2;0.0;9350.8;9350.8;8193.2;33912.0;29713.7;265.95;1627044251.0;;;;;;;;;;;;;5.586335377381475;48.776035188203174
161;Boulinsard - 23/07/2021;T;9.15;1.0;1.1;12.4;9306.0;9.4;4.0;62.8;4.0;325.4;0.0;9397.7;9397.7;8234.2;33984.0;29776.8;265.86;1627044252.0;;;;;;;;;;;;;5.586326923754399;48.77604324833656
162;Boulinsard - 23/07/2021;T;9.15;1.0;1.09;12.4;9643.0;9.5;4.0;64.0;3.9;325.3;0.0;9546.4;9546.4;8364.6;34200.0;29966.0;265.76;1627044253.0;;;;;;;;;;;;;5.586318470127321;48.77605130846866
163;Boulinsard - 23/07/2021;T;9.15;1.0;1.11;12.4;9383.0;9.7;4.0;62.3;4.0;325.3;0.0;9509.0;9509.0;8331.8;34848.0;30533.8;265.66;1627044254.0;;;;;;;;;;;;;5.58630983663584;48.77605960566211
164;Boulinsard - 23/07/2021;T;9.15;1.0;1.15;12.4;8951.0;9.6;4.0;61.0;4.1;326.0;0.0;9172.8;9172.8;8037.2;34632.0;30344.6;265.6;1627044255.0;;;;;;;;;;;;;5.586301023279952;48.77606813991681
165;Boulinsard - 23/07/2021;T;9.15;1.0;1.19;12.4;8668.0;9.5;4.0;60.5;4.2;325.8;0.0;8746.8;8746.8;7662.2;34344.0;30085.3;265.51;1627044256.0;;;;;;;;;;;;;5.586291850195252;48.77607691123262
166;Boulinsard - 23/07/2021;T;9.15;1.0;1.2;12.4;8087.0;9.0;4.0;61.4;4.3;325.3;0.0;8132.9;8132.9;7123.6;32256.0;28253.0;265.43;1627044257.0;;;;;;;;;;;;;5.586282497246146;48.776085919609436
167;Boulinsard - 23/07/2021;T;9.15;1.0;1.23;12.4;8012.0;9.0;4.0;66.1;4.4;326.5;0.0;7968.5;7968.5;6980.4;32292.0;28287.8;265.37;1627044258.0;;;;;;;;;;;;;5.5862733241614455;48.77609504651586
168;Boulinsard - 23/07/2021;T;9.15;1.0;1.23;12.4;8361.0;9.4;4.0;63.1;4.4;326.1;0.0;8319.9;8319.9;7288.2;33840.0;29643.8;265.29;1627044259.0;;;;;;;;;;;;;5.5862639712123405;48.77610429195186
169;Boulinsard - 23/07/2021;T;9.15;1.0;1.23;12.4;8827.0;9.9;4.0;65.1;4.3;326.6;0.0;8805.4;8805.4;7715.2;35532.0;31133.1;265.24;1627044260.0;;;;;;;;;;;;;5.586254798127641;48.77611353738616
170;Boulinsard - 23/07/2021;T;9.15;1.0;1.21;12.4;8787.0;9.8;4.0;65.2;4.3;326.3;0.0;8898.9;8898.9;7793.6;35424.0;31024.3;265.17;1627044261.0;;;;;;;;;;;;;5.586245625042941;48.77612254575639
171;Boulinsard - 23/07/2021;T;9.15;1.0;1.21;12.5;8260.0;9.2;4.0;66.0;4.3;327.0;0.0;8299.7;8299.7;7265.6;33120.0;28993.2;265.12;1627044262.0;;;;;;;;;;;;;5.586236631822647;48.776131672656156
172;Boulinsard - 23/07/2021;T;9.15;1.0;1.22;12.5;8489.0;9.4;4.0;64.8;4.4;327.2;0.0;8475.5;8475.5;7418.6;34020.0;29777.7;265.08;1627044263.0;;;;;;;;;;;;;5.586227638602352;48.77614091808542
173;Boulinsard - 23/07/2021;T;9.15;1.0;1.22;12.5;8548.0;9.6;4.0;66.8;4.4;326.4;0.0;8563.4;8563.4;7495.6;34524.0;30218.9;265.03;1627044264.0;;;;;;;;;;;;;5.5862182856532465;48.77615004498185
174;Boulinsard - 23/07/2021;T;9.15;1.0;1.23;12.5;8592.0;9.6;4.0;65.6;4.4;325.6;0.0;8552.3;8552.3;7483.3;34632.0;30303.0;264.99;1627044265.0;;;;;;;;;;;;;5.5862087528397355;48.77615917187662
175;Boulinsard - 23/07/2021;T;9.15;1.0;1.24;12.5;8712.0;9.8;4.0;66.0;4.4;326.4;0.0;8618.6;8618.6;7543.9;35208.0;30817.6;264.94;1627044266.0;;;;;;;;;;;;;5.58619939989063;48.77616853583188
176;Boulinsard - 23/07/2021;T;9.15;1.0;1.23;12.5;8712.0;10.2;4.0;68.2;4.4;326.5;0.0;9093.2;9093.2;7958.4;36756.0;32168.9;264.89;1627044267.0;;;;;;;;;;;;;5.58619022680593;48.776177662723285
177;Boulinsard - 23/07/2021;T;9.15;1.0;1.23;12.6;8727.0;9.9;4.0;67.7;4.4;325.9;0.0;8790.6;8790.6;7686.5;35532.0;31069.2;264.87;1627044268.0;;;;;;;;;;;;;5.586180873856825;48.77618678961304
178;Boulinsard - 23/07/2021;T;9.15;1.0;1.22;12.6;8430.0;9.4;4.0;68.9;4.3;325.1;0.0;8433.2;8433.2;7370.6;33912.0;29639.1;264.83;1627044269.0;;;;;;;;;;;;;5.586171341043313;48.776195797970125
179;Boulinsard - 23/07/2021;T;9.15;1.0;1.23;12.6;8415.0;9.6;4.0;65.8;4.5;325.3;0.0;8514.8;8514.8;7441.1;34416.0;30076.1;264.77;1627044270.0;;;;;;;;;;;;;5.586161808229802;48.776204924856586
180;Boulinsard - 23/07/2021;T;9.15;1.0;1.26;12.6;8826.0;10.2;4.0;66.8;4.5;325.7;0.0;8817.9;8817.9;7705.1;36612.0;31991.6;264.73;1627044271.0;;;;;;;;;;;;;5.586152095551884;48.7762142888033
181;Boulinsard - 23/07/2021;T;9.15;1.0;1.26;12.6;8331.0;9.5;4.0;66.4;4.5;326.3;0.0;8269.3;8269.3;7224.9;34308.0;29974.9;264.7;1627044272.0;;;;;;;;;;;;;5.586142562738373;48.77622365274827
182;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.6;8056.0;9.2;4.0;69.5;4.5;326.1;0.0;8061.8;8061.8;7044.4;33228.0;29034.6;264.66;1627044273.0;;;;;;;;;;;;;5.58613302992486;48.7762330166915
183;Boulinsard - 23/07/2021;T;9.15;1.0;1.23;12.6;8292.0;9.5;4.0;70.3;4.4;325.7;0.0;8417.4;8417.4;7353.5;34056.0;29751.3;264.62;1627044274.0;;;;;;;;;;;;;5.586123676975754;48.77624214357119
184;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.7;7931.0;9.0;4.0;68.4;4.5;326.9;0.0;7879.8;7879.8;6881.5;32436.0;28326.4;264.59;1627044275.0;;;;;;;;;;;;;5.586114324026649;48.77625150751097
185;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.7;7955.0;9.1;4.0;68.4;4.5;326.3;0.0;7948.0;7948.0;6938.6;32652.0;28505.2;264.55;1627044276.0;;;;;;;;;;;;;5.586104791213137;48.776260871449
186;Boulinsard - 23/07/2021;T;9.15;1.0;1.26;12.7;7560.0;8.6;4.0;66.2;4.5;327.1;0.0;7480.3;7480.3;6528.8;30996.0;27053.3;264.53;1627044277.0;;;;;;;;;;;;;5.586095618128438;48.776270353916104
187;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.7;7784.0;9.0;4.0;67.5;4.5;327.3;0.0;7885.3;7885.3;6883.1;32364.0;28250.5;264.5;1627044278.0;;;;;;;;;;;;;5.586086445043739;48.77627983638142
188;Boulinsard - 23/07/2021;T;9.15;1.0;1.24;12.7;8025.0;9.1;4.0;67.2;4.5;325.9;0.0;8010.6;8010.6;6993.2;32832.0;28662.3;264.47;1627044279.0;;;;;;;;;;;;;5.586076912230226;48.77628908178338
189;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.7;7765.0;8.9;4.0;69.5;4.5;327.0;0.0;7806.2;7806.2;6815.6;32076.0;28005.6;264.43;1627044280.0;;;;;;;;;;;;;5.58606755928112;48.776298445714396
190;Boulinsard - 23/07/2021;T;9.15;1.0;1.24;12.8;8040.0;9.1;4.0;68.1;4.5;327.4;0.0;8020.5;8020.5;6997.9;32832.0;28645.9;264.39;1627044281.0;;;;;;;;;;;;;5.586058386196421;48.77630792817441
191;Boulinsard - 23/07/2021;T;9.15;1.0;1.26;12.8;7546.0;8.6;4.0;72.1;4.5;326.9;0.0;7523.9;7523.9;6562.3;31104.0;27128.9;264.36;1627044282.0;;;;;;;;;;;;;5.586049033247315;48.77631729210191
192;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.8;7781.0;8.9;4.0;68.2;4.5;327.2;0.0;7772.4;7772.4;6781.4;31896.0;27829.3;264.35;1627044283.0;;;;;;;;;;;;;5.586039860162615;48.77632677455836
193;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.7;7803.0;8.9;4.0;68.3;4.5;328.1;0.0;7833.7;7833.7;6839.6;32148.0;28068.4;264.32;1627044284.0;;;;;;;;;;;;;5.586030866942321;48.77633625701303
194;Boulinsard - 23/07/2021;T;9.15;1.0;1.24;12.6;8030.0;9.2;4.0;69.3;4.5;327.4;0.0;8107.4;8107.4;7084.3;33048.0;28877.3;264.31;1627044285.0;;;;;;;;;;;;;5.586021873722028;48.77634562093525
195;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.6;7606.0;8.7;4.0;67.6;4.5;326.6;0.0;7600.8;7600.8;6643.9;31176.0;27250.9;264.28;1627044286.0;;;;;;;;;;;;;5.586012520772921;48.77635498485573
196;Boulinsard - 23/07/2021;T;9.15;1.0;1.24;12.6;7606.0;8.9;4.0;69.8;4.5;326.8;0.0;7830.6;7830.6;6841.6;31896.0;27867.5;264.25;1627044287.0;;;;;;;;;;;;;5.586003167823816;48.77636434877446
197;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.7;8057.0;9.1;4.0;67.6;4.5;326.8;0.0;7964.7;7964.7;6954.8;32760.0;28606.0;264.23;1627044288.0;;;;;;;;;;;;;5.58599381487471;48.77637371269143
198;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.7;7533.0;8.7;4.0;68.3;4.5;327.7;0.0;7540.2;7540.2;6582.6;31140.0;27185.2;264.21;1627044289.0;;;;;;;;;;;;;5.585984821654416;48.77638319513723
199;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.7;7420.0;8.5;4.0;69.3;4.5;326.8;0.0;7477.0;7477.0;6530.4;30672.0;26788.9;264.18;1627044290.0;;;;;;;;;;;;;5.58597546870531;48.77639255905069
200;Boulinsard - 23/07/2021;T;9.15;1.0;1.24;12.7;8006.0;9.1;4.0;68.4;4.5;327.0;0.0;8028.1;8028.1;7010.1;32688.0;28543.2;264.15;1627044291.0;;;;;;;;;;;;;5.585966295620611;48.776401922962414
201;Boulinsard - 23/07/2021;T;9.15;1.0;1.24;12.7;7759.0;8.8;4.0;68.3;4.5;327.6;0.0;7745.5;7745.5;6764.9;31680.0;27669.3;264.12;1627044292.0;;;;;;;;;;;;;5.585957122535911;48.77641128687238
202;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.7;7718.0;8.8;4.0;68.9;4.5;329.1;0.0;7720.8;7720.8;6742.6;31680.0;27666.1;264.07;1627044293.0;;;;;;;;;;;;;5.585948489044428;48.77642088784155
203;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.7;7686.0;8.8;4.0;69.0;4.5;328.8;0.0;7681.3;7681.3;6705.8;31644.0;27625.2;264.04;1627044294.0;;;;;;;;;;;;;5.58593967568854;48.776430488808884
204;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.7;7489.0;8.6;4.0;70.0;4.5;328.0;0.0;7527.9;7527.9;6571.1;30924.0;26993.6;264.01;1627044295.0;;;;;;;;;;;;;5.585930502603841;48.776440089774376
205;Boulinsard - 23/07/2021;T;9.15;1.0;1.24;12.7;7212.0;8.3;4.0;70.9;4.5;328.3;0.0;7277.9;7277.9;6354.4;29808.0;26025.4;263.98;1627044296.0;;;;;;;;;;;;;5.585921689247953;48.776449572207646
206;Boulinsard - 23/07/2021;T;9.15;1.0;1.24;12.7;7541.0;8.6;4.0;68.2;4.4;327.7;0.0;7568.7;7568.7;6609.7;30888.0;26974.5;263.94;1627044297.0;;;;;;;;;;;;;5.585912696027658;48.776458936108725
207;Boulinsard - 23/07/2021;T;9.15;1.0;1.25;12.7;8060.0;9.1;4.0;68.2;4.5;329.2;0.0;7988.4;7988.4;6974.7;32832.0;28665.6;263.9;1627044298.0;;;;;;;;;;;;;5.58590388267177;48.77646865559914
208;Boulinsard - 23/07/2021;T;9.15;1.0;1.26;12.7;7710.0;8.8;4.0;69.5;4.5;326.8;0.0;7651.9;7651.9;6677.1;31716.0;27675.4;263.85;1627044299.0;;;;;;;;;;;;;5.5858945297226645;48.776478138027
209;Boulinsard - 23/07/2021;T;9.15;1.0;1.21;12.8;7922.0;8.7;4.0;66.3;4.3;327.2;0.0;7862.7;7862.7;6857.9;31356.0;27348.7;263.82;1627044300.0;;;;;;;;;;;;;5.585885536502371;48.77648726486212
210;Boulinsard - 23/07/2021;T;9.15;1.0;1.2;12.8;7627.0;8.4;4.0;67.8;4.4;328.1;0.0;7660.9;7660.9;6683.4;30384.0;26507.0;263.76;1627044301.0;;;;;;;;;;;;;5.585876903010889;48.77649639169559
211;Boulinsard - 23/07/2021;T;9.15;1.0;1.18;12.7;8096.0;8.7;4.0;68.5;4.2;327.3;0.0;8064.8;8064.8;7038.1;31284.0;27301.5;263.73;1627044302.0;;;;;;;;;;;;;5.585868269519407;48.77650528146685
212;Boulinsard - 23/07/2021;T;9.15;1.0;1.21;12.7;8096.0;8.5;4.0;69.2;4.4;326.4;0.0;7674.9;7674.9;6701.0;30672.0;26779.7;263.68;1627044303.0;;;;;;;;;;;;;5.5858590964347075;48.77651440829704
213;Boulinsard - 23/07/2021;T;9.15;1.0;1.2;12.7;7556.0;8.3;4.0;66.4;4.4;325.6;0.0;7541.3;7541.3;6584.3;29916.0;26119.7;263.63;1627044304.0;;;;;;;;;;;;;5.585849743485602;48.77652329806511
